latitude,longitude,frp
-11.58281,130.7722,16.1
-11.58232,130.77621,16.1
-11.39583,132.29225,6.9
-11.36081,132.48842,3.7
-11.57758,130.76738,19.1
-11.39505,132.29846,6.2
-11.39029,132.29474,6.2
-11.39741,132.27972,6.4
-11.38951,132.30093,5.3
-11.58329,130.76819,19.1
-11.37611,132.40779,2.6
-11.36043,132.49138,3.7
-11.36515,132.49495,3.2
-11.36477,132.49794,3.2
-11.57807,130.76335,19.1
-11.38912,132.30402,5.3
-11.39067,132.29164,6.9
-11.3899,132.29782,6.2
-11.35611,132.48473,4.9
-11.34808,132.38255,2.5
-11.34964,132.45364,6.2
-11.3653,132.36949,3.9
-11.35252,132.47212,4.8
-11.36605,132.36349,10.6
-11.3668,132.35742,6.1
-11.36642,132.36046,10.6
-11.56091,130.76126,10
-11.34817,132.46552,9.7
-11.36718,132.35437,6.1
-11.36567,132.3665,3.9
-11.3478,132.46849,4.8
-11.34854,132.46254,9.7
-11.34927,132.45662,15.2
-11.34891,132.45958,15.2
-11.35039,132.44765,6.1
-11.34771,132.38556,2.5
-11.34792,132.42581,9.7
-11.35002,132.45065,6.2
-11.34754,132.42886,9.7
-11.55566,130.75659,10.5
-11.34717,132.43187,14.6
-11.3468,132.43488,14.6
-11.54995,130.75587,4
-11.34472,132.40976,3.5
-11.34642,132.4379,10.3
-11.3483,132.42278,6.7
-11.34357,132.41904,6.7
-11.55042,130.75189,4
-11.34434,132.41283,6.1
-11.34396,132.41594,6.1
-11.34092,132.255,6.6
-11.33637,132.39326,8.1
-11.34259,132.38489,22.2
-11.31473,132.29584,7.3
-11.34185,132.39093,8.4
-11.34037,132.40297,16.8
-11.34148,132.39395,8.1
-11.3411,132.39696,8.1
-11.33999,132.40604,9.1
-11.33821,132.37823,15.3
-11.34369,132.37592,15.3
-11.34333,132.37891,15.3
-11.33784,132.38124,22.2
-11.34074,132.39996,16.8
-11.34296,132.38191,22.2
-11.34222,132.38789,8.4
-11.33747,132.38425,22.2
-11.3405,132.25819,6.6
-11.3426,132.25677,5.5
-11.33674,132.39026,8.4
-11.34221,132.25999,5.5
-11.33858,132.37524,15.3
-11.34853,132.25107,3.5
-11.34815,132.25423,3.5
-11.33704,132.25935,9.1
-11.34009,132.2614,7.3
-11.33666,132.26253,9.2
-11.34298,132.25359,3.5
-11.34649,132.25244,4.9
-11.35494,132.11131,6.7
-11.35011,132.10745,3.2
-11.3315,132.26186,9.2
-11.33453,132.26392,4.3
-11.31434,132.29886,7.3
-11.31754,132.31471,8
-11.32937,132.26326,4.3
-11.35431,132.10983,3.8
-11.33493,132.26076,4.3
-11.35391,132.11298,3.8
-11.35352,132.11607,2.6
-11.31595,132.32713,8.5
-11.31635,132.32402,16.3
-11.34951,132.10599,2.7
-11.32978,132.2601,4.3
-11.31555,132.33023,8.5
-11.31675,132.32092,16.3
-11.32422,132.2626,5
-11.31714,132.31781,8
-11.31832,132.30864,3
-11.31396,132.30191,4
-11.31551,132.28972,18.5
-11.31793,132.31165,3
-11.31512,132.29277,18.5
-11.31871,132.30562,4
-11.3447,132.10219,4.3
-11.3443,132.10532,4.3
-11.30963,132.33574,5
-11.31357,132.30495,4
-11.30925,132.33876,6.9
-11.3159,132.28665,15.8
-11.31318,132.30798,3
-11.31003,132.33266,5
-11.3128,132.31099,3
-11.31042,132.32961,8.5
-11.30055,132.32516,3.9
-11.30766,132.31032,17.7
-11.30843,132.30423,32.6
-11.31251,132.06302,5.2
-11.30805,132.30728,17.7
-11.30374,132.34108,8.7
-11.30336,132.3441,12
-11.31037,132.28902,30.8
-11.30687,132.31648,6.3
-11.30998,132.29207,30.8
-11.3096,132.29512,55.4
-11.30451,132.33504,5.4
-11.34436,132.02119,9.5
-11.30412,132.33807,8.7
-11.30297,132.34712,12
-11.30921,132.29816,55.4
-11.30016,132.32828,3.9
-11.30252,132.30966,17.7
-11.30882,132.30121,32.6
-11.30213,132.31273,6.3
-11.34354,132.02766,5.3
-11.31076,132.28595,66.5
-11.34395,132.02441,5.3
-11.30369,132.30048,32.6
-11.29745,132.34958,5.5
-11.3033,132.30351,32.6
-11.30291,132.30658,17.7
-11.33786,132.03041,9.7
-11.30407,132.29742,55.4
-11.30562,132.28528,66.5
-11.30523,132.28833,30.8
-11.30174,132.31583,6.3
-11.32097,131.99512,21.6
-11.3218,132.07365,4.1
-11.33713,131.9939,23.5
-11.33869,132.02391,5.3
-11.30484,132.29137,30.8
-11.33827,132.02716,5.3
-11.32987,132.09373,3.2
-11.33631,132.00043,8.5
-11.3214,132.07678,4.1
-11.2927,132.34598,3.4
-11.29231,132.34901,3.8
-11.33106,131.99976,8.5
-11.33672,131.99716,8.5
-11.33065,132.00305,11
-11.33024,132.00635,11
-11.33147,131.99646,8.5
-11.32056,131.9984,21.6
-11.29175,132.27083,3.4
-11.32983,132.00961,10.4
-11.29136,132.27388,5.2
-11.32581,131.99907,21.6
-11.32663,131.99252,23.7
-11.32623,131.99579,21.6
-11.32375,132.01555,3.3
-11.31453,132.04683,7.9
-11.31774,132.06369,5.2
-11.31735,132.06679,6.7
-11.3254,132.0024,5.7
-11.32417,132.01227,3.4
-11.32499,132.00569,5.7
-11.32458,132.00897,3.4
-11.16074,132.17667,3.9
-11.31933,132.00833,3.4
-11.31572,132.03729,2.3
-11.31493,132.04362,7.1
-11.31331,132.05663,4.6
-11.31412,132.05011,7.9
-11.31371,132.05338,4.6
-11.31689,132.02788,2.8
-11.31892,132.01161,3.4
-11.3165,132.03105,2.8
-11.31611,132.03416,2.3
-11.31851,132.01489,3.3
-11.31729,132.02467,3.4
-11.3181,132.01817,3.3
-11.31769,132.02147,3.4
-11.32015,132.00172,5.7
-11.44525,130.84019,2.8
-11.31326,132.01424,17.6
-11.31974,132.00505,5.7
-11.31286,132.01752,17.6
-11.32138,131.99185,23.7
-11.31245,132.02078,11.4
-11.32179,131.9886,23.7
-11.31449,132.00438,15.9
-11.31531,131.99777,7.7
-11.31408,132.00768,11.7
-11.31367,132.01096,11.7
-11.31206,132.02397,11.4
-11.3149,132.00107,15.9
-11.31166,132.02716,2.6
-11.31127,132.03032,2.6
-11.1131,132.51964,2.5
-11.06844,132.51503,3.1
-11.1527,132.15646,7.8
-11.15672,132.16656,5
-11.15231,132.15961,7
-11.15711,132.16342,7
-11.05736,132.56129,9.1
-31.09364,115.98231,23.7
-29.47726,130.42859,8.4
-31.13032,115.9338,2.9
-29.48042,130.43147,8.1
-31.12968,115.93917,10.7
-31.71545,116.66982,3.9
-30.8646,121.4956,7
-30.86795,121.49631,7
-31.09426,115.97704,23.7
-26.40977,130.05524,5.7
-26.40226,130.0869,5.9
-26.39943,130.09883,8.8
-26.40883,130.05917,10.3
-29.98473,115.82275,4.1
-26.39754,130.10681,8.5
-28.43058,122.55363,8.4
-28.42982,122.55804,31
-28.44504,122.57516,7.5
-28.43606,122.56402,10.5
-28.4423,122.56997,7.5
-26.41595,130.07816,3.6
-26.41519,130.05679,7.7
-26.41501,130.08211,3.6
-28.42708,122.55287,5.2
-26.40582,130.09644,3.4
-26.42155,130.05443,7.7
-26.41706,130.0489,9.8
-26.41426,130.06073,12.5
-26.35511,130.16251,11.1
-26.38691,130.07819,5.8
-26.38008,130.13127,6.1
-26.31912,129.90179,14.7
-26.39116,130.10916,8.5
-26.41163,130.04733,2.1
-26.38784,130.07425,8.5
-26.38597,130.08214,5.8
-26.39516,130.06789,3.3
-26.38103,130.1273,6.1
-26.38502,130.08609,8.2
-26.3737,130.13359,9.8
-26.3784,130.11386,8.3
-26.37465,130.12959,6.1
-26.38973,130.06633,3.3
-26.35415,130.16653,11.1
-26.36734,130.13579,7.2
-26.38879,130.0703,8.5
-26.36152,130.16013,16
-26.39067,130.06239,3.3
-26.3843,130.06476,4.7
-26.36056,130.16417,11.1
-26.37296,130.11226,8
-26.35607,130.15849,16
-26.37203,130.11617,6.7
-26.3711,130.12006,6.7
-26.38524,130.06082,4.7
-26.3796,130.08446,7.9
-26.38336,130.06871,6.4
-26.38242,130.07262,6.4
-26.37578,130.1295,12
-26.31824,129.90553,9.7
-26.37309,130.11601,5.5
-26.38863,130.07396,6.8
-26.38771,130.07791,8.8
-26.37486,130.13348,4.1
-26.38588,130.08583,7.4
-26.37944,130.11369,5.2
-26.38046,130.08418,7.4
-26.37218,130.11992,5.5
-26.39046,130.06602,5.3
-26.38954,130.06998,6.8
-26.36943,130.13179,4.1
-26.3832,130.07233,6.8
-26.36852,130.13573,4.1
-26.38503,130.06442,5.3
-26.38229,130.07625,8.8
-26.32177,129.91493,2.2
-26.35741,130.15846,29.6
-26.374,130.11209,5.2
-26.35554,130.16653,16.6
-26.38411,130.06841,6.8
-26.35648,130.16249,16.6
-26.38595,130.06046,5.3
-26.35403,129.94925,5.2
-26.31794,129.93114,6
-26.3392,130.16151,4.8
-26.36765,130.11441,5.8
-26.32359,129.90727,9.7
-26.3431,129.89767,4.3
-26.31701,129.93504,6
-26.32611,129.92093,6.9
-26.2686,129.99718,6
-26.32021,129.89851,5.4
-26.27198,130.02711,5
-26.31939,129.90211,5.4
-26.31853,129.90585,8.4
-21.48238,119.47506,22.1
-21.48576,119.47568,22.1
-21.4799,119.49051,19.4
-21.61487,119.36848,54.3
-20.18078,127.95571,4.3
-21.48176,119.47893,22.1
-21.48328,119.49113,19.4
-21.48052,119.48665,8.9
-21.48638,119.47182,79.9
-19.3092,127.62789,5
-19.29711,127.63226,7.5
-19.30838,127.63168,5
-19.31279,127.61221,5
-19.29663,127.6329,10
-19.30963,127.62726,5.2
-19.30884,127.63103,5.2
-14.33169,126.83105,5.7
-14.33658,126.83634,5.7
-14.18805,130.75241,13.1
-15.61982,131.34744,54.1
-14.17818,130.79594,13.7
-15.62873,131.3418,24.5
-17.32083,125.45837,10.9
-15.627,131.34937,44.6
-17.31416,125.4919,9.8
-17.32021,125.48756,7
-15.62519,131.35721,44.6
-17.30924,125.49059,7.3
-17.30431,125.48937,7.3
-17.30319,125.49493,7.3
-15.618,131.35539,54.1
-14.18974,130.74495,13.1
-16.84196,122.93361,14.5
-15.73996,130.50146,3.8
-15.75908,130.60867,16.8
-15.61437,131.33809,92.1
-15.75747,130.61575,16.8
-15.76061,130.60196,221.9
-15.76214,130.60562,51.4
-16.8412,122.93777,14.5
-15.75905,130.61963,11.6
-15.76357,130.59917,51.4
-15.74246,130.49802,8.5
-15.765,130.59271,35.7
-15.75803,130.59129,21.8
-15.75662,130.59769,47.6
-16.83922,122.92451,10.3
-14.19534,130.75352,13.1
-14.78805,130.0899,17.6
-16.84272,122.92948,10.3
-14.79793,130.07787,25.8
-15.54795,128.44327,7.9
-14.7951,130.09058,25.5
-14.79652,130.0842,25.8
-14.78913,130.08936,28.7
-14.19059,130.77449,8.8
-14.79756,130.08357,28.7
-14.78952,130.08336,9.3
-14.18892,130.78188,8.8
-14.79054,130.08281,28.7
-14.19701,130.74612,13.1
-14.19952,130.76837,5.6
-14.13844,129.99295,15
-14.18821,130.746,19.6
-14.18252,130.74358,6.8
-14.42186,126.94584,3.9
-14.34798,126.83895,4.1
-14.1693,130.80174,9.2
-14.16765,130.80901,9.2
-14.16591,130.81665,12.8
-14.19972,130.76215,6.7
-14.17698,130.79695,5.2
-14.19814,130.76933,6.5
-14.15684,130.82321,12.8
-14.19388,130.75444,31.3
-14.19549,130.74713,19.6
-14.18923,130.77557,9.4
-14.18758,130.78307,18
-14.16653,130.81003,13.4
-14.201,129.86923,4.8
-14.16112,130.73227,5.9
-14.16483,130.81776,13.4
-14.13916,130.83115,6
-14.16815,130.8027,7.2
-14.16832,130.73376,5.9
-14.15575,130.82462,10.9
-14.13608,129.99632,11.6
-14.12917,129.99484,11.6
-14.19951,129.87267,3.1
-14.13015,130.83759,9.7
-13.93973,130.83536,4.5
-13.98268,130.67935,5.9
-14.13903,129.98311,12.8
-14.13755,129.9897,11.6
-14.13987,129.98633,12.1
-14.44166,126.93688,5.5
-14.7528,126.37576,1.9
-13.93306,130.83023,7.5
-14.12464,129.98993,11.7
-14.1301,129.99808,11.7
-13.94027,130.83199,8.4
-14.13441,129.97818,10.3
-13.8855,130.7316,7
-13.84549,130.70732,16.6
-13.88639,130.73358,3.6
-13.93471,130.8228,7.5
-13.84713,130.69989,16.6
-14.74366,126.50763,3.7
-13.85285,130.70821,16.6
-13.85436,130.70135,16.6
-14.51877,126.91247,4.1
-14.44082,126.94103,4.8
-14.46868,126.92336,6
-14.51793,126.9166,4.1
-14.48844,126.91463,4.2
-14.51136,126.9195,4.8
-14.49416,126.9159,2.7
-14.49988,126.91713,2.7
-14.46879,126.92102,4.2
-14.44909,126.92975,6.1
-13.88102,129.89699,6
-14.49991,126.91483,4.2
-14.44825,126.93389,5.5
-14.46223,126.92389,3.5
-14.45566,126.92683,9
-14.46306,126.91981,3.5
-14.38104,126.88206,12.4
-13.56909,130.71634,4.5
-14.41966,126.86855,2
-14.35367,126.84029,4
-14.40544,126.93813,6
-14.41525,126.94886,3.9
-14.4046,126.94228,6.8
-14.4095,126.94765,6.8
-14.40053,126.93282,6.5
-14.39071,126.92229,3.7
-14.39968,126.93697,6.5
-14.42048,126.86451,1.1
-14.38986,126.92641,3.7
-14.41394,126.86731,8.3
-14.39477,126.93168,6.5
-14.41476,126.86329,4.9
-14.3858,126.91699,6
-13.55294,130.72057,16.3
-13.56688,130.69229,8.7
-13.57076,130.70883,4.9
-13.56521,130.69974,15.4
-14.38665,126.91286,6
-13.5585,130.72968,12.2
-14.3875,126.90877,7.3
-14.38509,126.8914,8.8
-13.55126,130.72801,12.2
-14.38425,126.89546,5.4
-14.38341,126.89954,5.4
-14.38443,126.86563,5.4
-14.38931,126.87094,11.6
-14.38188,126.87796,12.4
-14.39015,126.86684,5.4
-14.37701,126.8726,3.3
-14.35938,126.84158,4
-14.38137,126.88079,12.6
-14.38636,126.91582,7.1
-14.39129,126.92114,5.5
-14.37787,126.86847,3.3
-14.39047,126.92529,5.5
-14.37872,126.86437,4.2
-14.38224,126.90646,3.6
-14.38956,126.86963,7
-14.38799,126.90759,8.2
-14.38718,126.91169,7.1
-14.38874,126.87376,7
-14.38305,126.90237,3.6
-14.38467,126.89425,6.2
-14.38386,126.89833,6.2
-14.38465,126.8643,10.4
-14.36681,126.83425,3.4
-13.56968,130.71289,3.5
-14.38219,126.87666,12.6
-14.37894,126.86301,4.6
-14.38056,126.88487,13.1
-14.37812,126.86713,4.6
-14.37729,126.87127,4.6
-13.56572,130.69621,5.6
-14.36592,126.83866,5.3
-13.55918,130.72624,10.4
-13.57131,130.70538,3.5
-13.55849,130.69461,5.6
-14.36582,126.86895,2.3
-13.55195,130.72455,10.4
-14.36664,126.86482,2.3
-13.53905,130.12088,8.9
-14.32462,126.77797,6.7
-14.32686,126.82545,4
-14.33255,126.82681,8.8
-14.32944,126.81276,4.7
-14.32379,126.78207,6.7
-14.32858,126.81701,4.7
-14.32771,126.82124,4
-14.32294,126.78619,4.8
-14.32455,126.8075,7
-14.32209,126.7904,4.8
-14.32123,126.79461,4.9
-13.56323,130.2972,9.1
-13.59413,130.10388,8.4
-13.59082,130.10561,12.3
-13.57031,130.29874,4.8
-13.58625,130.12631,10.4
-13.56479,130.2901,9.1
-13.58472,130.13322,14.7
-13.59175,130.13469,3.9
-13.60403,129.97981,5
-13.5897,130.12454,9.5
-14.30678,126.74902,9.3
-14.30597,126.75294,9.3
-13.58819,130.13155,9.5
-14.30577,126.74835,9
-13.56771,130.29596,21.2
-14.30499,126.75231,9
-13.53354,130.11247,8.9
-13.03191,130.34796,14.2
-13.03031,130.35529,19.4
-13.03748,130.35684,15.8
-13.03588,130.36417,15.8
-13.03428,130.37148,18.8
-13.03387,130.36786,12.1
-13.03543,130.36052,12.1
-13.04105,130.36938,12.1
-13.03699,130.35318,17.3
-13.03139,130.34424,7.4
-13.02983,130.35159,7.4
-11.78976,142.69153,1.1
-11.75772,142.58275,1.4
-10.91472,142.3053,0.6
-10.91415,142.30222,0.6
-10.90507,142.3102,0.5
-10.92039,142.30737,0.8
-11.7528,142.58379,1.4
-10.93683,142.31055,0.8
-10.91984,142.3044,0.6
-10.98288,142.58714,2.3
-10.9255,142.3064,1
-10.93174,142.31155,0.9
-10.93117,142.30849,1
-10.9487,142.3176,0.7
-11.74788,142.58482,2.9
-10.94192,142.30948,0.8
-10.98895,142.59198,1.5
-11.13232,142.37094,0.8
-11.12921,142.60083,1.4
-11.13119,142.36494,1.1
-11.12878,142.59959,1
-12.84528,143.02197,3.1
-12.0193,142.24605,1.9
-11.99909,142.77451,2.2
-11.8474,142.67436,1.2
-11.82712,142.70132,1.8
-11.84637,142.6689,1.6
-11.83588,142.694,1.5
-12.00862,142.74443,1.6
-12.0165,142.25894,0.7
-12.0076,142.73894,1.6
-12.0068,142.76187,1.6
-12.01595,142.25597,0.7
-11.98781,142.29979,1.5
-11.99392,142.30464,1.6
-11.9928,142.29875,1.6
-12.03858,141.83191,0.4
-12.57155,141.90788,0.5
-12.26491,141.83154,0.3
-12.01985,142.24901,1.5
-12.21175,141.88777,0.6
-12.04374,141.8309,0.4
-12.20722,141.89183,0.6
-12.20663,141.88878,0.6
-12.60471,142.49226,1.2
-12.56473,141.89981,3.5
-12.60367,142.48671,1.2
-12.71597,143.09258,2.7
-12.61245,142.47054,0.8
-12.71508,143.08777,3.9
-12.61137,142.46497,0.8
-12.61033,142.46797,1
-12.84574,143.02049,2.1
-12.82992,141.82573,0.6
-12.70045,141.85289,0.8
-12.69987,141.84984,0.8
-12.64381,141.91524,0.7
-12.69929,141.84677,0.9
-12.6444,141.91827,0.4
-12.71282,141.83446,0.4
-12.79962,142.0799,0.9
-12.71167,141.82829,0.7
-12.98927,143.32588,3.1
-12.77072,142.09167,2.7
-12.76664,142.0936,1.6
-12.77165,142.09259,1.1
-12.77056,142.08678,1.6
-12.92821,141.68179,6.4
-12.93453,141.6869,1
-12.83197,141.82539,0.5
-12.93393,141.68384,1
-12.92882,141.68489,6.5
-12.93333,141.68074,1
-12.92942,141.68802,6.5
-13.98289,143.58502,0.9
-13.44475,141.84581,0.9
-13.45424,141.92271,1.8
-14.04,143.15767,1.5
-13.96321,143.15169,1.1
-13.96778,143.15082,1.1
-13.96687,143.14603,1.1
-17.93034,145.52136,0.6
-17.20234,143.2238,0.8
-17.2134,143.22795,1.8
-17.20403,143.22551,1.7
-17.20662,143.22289,0.8
-17.21675,143.22952,1
-17.21247,143.23045,1
-16.80432,138.56218,0.8
-16.1583,136.6087,1
-16.41861,136.56248,0.8
-16.81102,138.56509,1
-16.80941,138.56267,1.2
-16.80362,138.56403,0.7
-14.43181,144.33469,0.4
-14.41851,144.33318,0.8
-14.41778,144.32921,0.8
-14.40793,144.32286,0.3
-14.39387,144.31738,0.5
-15.95277,144.51259,0.6
-15.11742,141.76064,4.4
-14.58344,144.28697,2
-17.12915,143.19048,4.2
-14.58355,144.28542,2
-14.45676,144.28055,0.6
-14.27752,143.47293,0.6
-15.35075,144.21216,0.3
-15.11253,141.76167,4.4
-14.54138,141.61073,1.1
-15.09235,145.12402,2.1
-15.11364,141.76732,5
-15.35491,144.21135,0.3
-15.38187,144.19389,0.5
-15.3625,144.2058,1.1
-15.11964,141.77194,5
-15.95207,144.50877,0.6
-15.94036,144.46806,1.7
-15.11853,141.76628,5
-15.14359,141.79036,1.5
-15.12564,141.77657,5.8
-15.13053,141.77553,5.8
-15.12453,141.77092,6.1
-15.94583,144.47493,5.9
-15.95068,144.50124,1.5
-15.94107,144.47186,1
-15.93965,144.4642,1.7
-15.94861,144.49004,1.1
-15.94651,144.47862,2
-15.94791,144.48619,1.1
-15.9472,144.48239,2
-15.95128,144.48174,2
-15.38865,135.13792,1.2
-15.60723,142.28111,2.2
-15.95477,144.50072,1.5
-15.95411,144.4971,2.6
-15.95545,144.50436,1.5
-15.95271,144.48952,1.1
-15.95057,144.47791,2
-15.96088,144.51114,1.1
-15.58378,142.28603,1
-15.95684,144.51196,0.6
-15.95615,144.50816,0.6
-15.97368,144.51254,0.7
-15.96154,144.51479,0.8
-15.97031,144.51695,0.7
-15.96626,144.51767,0.8
-15.62971,142.27104,1.4
-15.43682,135.1205,3.7
-15.63629,142.2733,2.6
-15.58719,142.04567,0.9
-15.59121,142.04335,2.7
-15.60917,142.28427,0.9
-15.62691,142.27525,1.8
-15.62323,142.28137,0.8
-17.16578,145.51239,1
-15.43143,135.13026,1.3
-17.16205,145.51321,2.2
-15.64567,142.27136,1.9
-15.45463,135.26701,1
-17.1666,145.51707,1
-15.42429,135.13229,1.9
-15.3883,135.14105,1
-17.18552,143.20525,0.7
-17.13776,143.18872,0.5
-15.43714,135.11754,2.3
-15.42636,135.13666,1.4
-17.13346,143.18959,0.5
-15.43176,135.12714,2.3
-17.14206,143.18781,1.4
-17.18043,143.20187,0.9
-15.44439,135.11601,2.7
-15.44262,135.10832,3.7
-17.17964,143.19766,0.9
-17.14555,143.18265,0.9
-17.17455,143.19429,1.3
-17.15065,143.18599,0.3
-17.19139,143.21284,1
-17.18631,143.20949,0.7
-20.96102,148.92435,0.4
-22.45851,150.61743,2.4
-20.9577,148.92493,0.4
-17.11545,138.7827,0.7
-19.44941,147.03616,0.6
-20.55512,147.79869,0.5
-19.44879,147.03247,1.5
-19.44601,147.0369,0.6
-20.53931,147.78619,1.9
-19.42917,143.97766,1.6
-19.4341,143.98216,1.6
-19.43311,143.97687,1.6
-21.11503,148.89034,0.6
-22.45793,150.61327,2.4
-22.46041,150.63687,2.2
-22.45392,150.61665,2.6
-22.45331,150.61243,2.6
-21.11185,147.68019,0.6
-21.93013,148.03333,0.6
-21.83371,148.02345,0.6
-22.45452,150.62083,1.4
-22.45741,150.61606,2.6
-22.45269,150.60818,1.3
-22.45512,150.62495,1.4
-22.4568,150.61186,2.6
-22.45571,150.62907,1.3
-22.45692,150.63742,2.2
-22.45631,150.63322,1.3
-22.45618,150.6076,1.3
-22.46202,150.64252,1.9
-22.45444,150.61385,2.4
-22.46102,150.64108,2.2
-22.45384,150.60957,2.8
-22.45801,150.62022,1.4
-22.45919,150.62843,1.3
-22.4586,150.62433,1.4
-22.45735,150.63464,1.2
-22.46143,150.63832,1.9
-22.45618,150.62633,1.8
-22.45502,150.61804,2.4
-22.45733,150.60902,2.8
-22.45561,150.62221,1.8
-22.45794,150.63885,1.9
-22.45676,150.63045,1.2
-22.46493,150.63776,0.7
-22.46083,150.60854,3.7
-22.45909,150.62158,1.8
-22.46084,150.63406,1.2
-22.46025,150.62982,1.2
-22.45661,150.30412,0.8
-22.45486,150.29195,0.5
-22.45316,150.3047,0.8
-26.08498,153.08679,1.7
-25.49372,150.46121,1.4
-23.86694,151.29048,2.6
-26.08451,153.08284,2
-23.82999,151.15242,2.2
-22.97611,148.60425,0.2
-20.73459,139.47731,3
-22.58442,149.44405,0.4
-19.44915,133.85258,0.4
-21.58865,134.54765,1.1
-24.91822,151.86014,2.7
-21.59439,134.53345,1.8
-23.09754,144.14041,0.8
-21.59872,134.53114,1.7
-21.59164,134.55983,1.8
-21.59555,134.51822,1.6
-21.59398,134.51181,1.6
-24.90934,151.85115,1
-24.91758,151.8551,1.3
-21.59771,134.51851,4.6
-21.59611,134.51213,3.5
-24.91378,151.85564,1.3
-24.90998,151.85623,1
-24.91313,151.85057,1.3
-24.91442,151.86069,2.7
-25.49432,150.46564,1
-26.07991,153.07948,1.3
-25.50797,150.45876,1.4
-25.49849,150.46945,1.4
-25.49788,150.46503,1.4
-25.49492,150.47008,1
-25.49728,150.46059,1.6
-25.49909,150.47392,2.7
-25.50145,150.4644,1.4
-25.50623,150.47267,1.4
-25.50084,150.45998,1.6
-25.50266,150.47328,2.7
-25.50562,150.46822,1.2
-25.50205,150.46884,1.4
-25.50501,150.46379,1.2
-25.50441,150.45934,1.4
-25.50919,150.46762,1.2
-25.52704,150.46471,2.1
-25.51693,150.47087,2.8
-25.50858,150.46318,1.2
-25.51336,150.47147,2.8
-25.51275,150.46701,1.6
-25.51215,150.46259,1.6
-25.51154,150.45816,0.9
-25.51928,150.46138,2.1
-25.52408,150.46973,1.3
-25.51632,150.46642,1.6
-25.51571,150.46196,1.6
-25.52285,150.4608,2.1
-25.51989,150.46582,2.1
-25.52346,150.46526,2.1
-25.5205,150.47028,1.3
-26.12199,153.06729,1.6
-26.10682,153.08151,0.8
-26.10517,153.07993,1.2
-26.09324,153.08556,1.3
-26.0891,153.08614,1.7
-26.11463,153.07632,1.5
-26.1211,153.05951,1.9
-26.11095,153.0809,0.8
-26.1105,153.07695,0.8
-26.12154,153.06337,1.9
-26.11508,153.08028,1.5
-26.11876,153.0757,1.5
-26.11553,153.08427,1.4
-26.12289,153.07512,2.1
-26.12244,153.07121,1.6
-26.22194,150.89,1.1
-26.25553,150.8891,0.8
-29.77151,152.08902,1.7
-28.91773,152.27199,2
-26.62368,147.82658,0.7
-28.64392,152.65157,1.6
-28.92367,152.32492,1.9
-26.62272,147.84285,0.9
-26.26857,150.88516,1.4
-26.26552,150.89055,1.1
-26.2723,150.97241,1
-26.27347,150.8941,1.2
-26.42725,150.98955,1.2
-26.27286,150.88937,1.2
-26.26919,150.88995,1.2
-26.42663,150.98474,1.2
-26.41925,150.98598,1.1
-26.42294,150.98535,1.1
-26.36057,150.51175,1.8
-26.62606,147.84222,0.9
-28.64349,152.64766,1.6
-27.32408,148.4576,0.6
-26.63311,147.8208,0.8
-26.63214,147.83704,0.9
-26.62642,147.82205,1.3
-26.63036,147.82533,1.2
-26.62702,147.82596,1.2
-27.3139,148.43729,1
-27.3235,148.45355,0.6
-27.50452,150.84486,0.9
-27.11432,150.90433,0.7
-27.31835,148.44203,1
-27.31728,148.43666,1
-27.31776,148.438,1
-27.31788,148.4407,1
-27.32688,148.45291,1
-28.64305,152.64374,1.3
-27.33425,148.45573,0.7
-27.3263,148.44887,1.1
-27.33086,148.45636,1
-27.32747,148.45695,1
-27.33027,148.4523,1
-27.32969,148.44826,1.1
-28.63476,152.64511,3
-28.63979,152.65248,4
-28.18473,153.16324,0.8
-28.18421,153.15845,0.8
-28.63935,152.64842,4
-28.63521,152.64925,4
-28.6389,152.64438,3
-28.63567,152.6534,4
-28.89055,152.28883,3.6
-28.89367,152.30704,1
-28.89086,152.28297,3.5
-28.91912,152.3214,1.9
-28.55007,149.84315,1.7
-28.67882,152.62357,0.6
-28.54709,149.84837,1.7
-28.68303,152.6235,0.7
-28.89227,152.29504,3.7
-28.8932,152.30302,1.1
-28.89181,152.29109,3.7
-28.89134,152.28708,3.5
-28.89273,152.29901,1.1
-28.88943,152.27078,2.3
-28.89037,152.27882,1.9
-28.88989,152.27475,1.9
-28.89461,152.31511,0.9
-28.8901,152.28473,3.6
-28.89542,152.28645,3.5
-28.89414,152.31104,1
-28.89399,152.27426,1.9
-28.89509,152.31921,0.9
-28.89352,152.27026,2.3
-28.89307,152.26645,2.3
-28.89495,152.28242,3.5
-28.89919,152.31863,0.9
-28.89447,152.27835,1.9
-28.89634,152.29431,3.7
-28.89775,152.30634,1
-28.89588,152.29041,3.7
-28.89727,152.30231,1.1
-28.8968,152.29829,1.1
-28.891,152.29283,3.1
-28.91865,152.31721,1.4
-28.89684,152.30811,2.4
-28.89282,152.27187,2.9
-28.89239,152.26801,2.9
-28.88918,152.27646,1.8
-28.89143,152.2968,3.1
-28.88964,152.28056,1.8
-28.89419,152.28416,3.6
-28.8964,152.30406,1.6
-28.89373,152.28006,1.8
-28.89327,152.27596,1.8
-28.89594,152.30003,1.6
-28.89463,152.28819,3.6
-28.8955,152.29604,3.1
-28.89507,152.29211,3.1
-28.89692,152.27133,2
-28.91818,152.31306,1.4
-28.90144,152.27475,1.1
-28.89648,152.26749,2
-28.89915,152.29146,3.3
-28.89736,152.27539,1.1
-28.89871,152.28752,2
